['Restaurants'],4.0
"['Food', 'Vegetarian', 'Vegan', 'Restaurants']",3.5
['Restaurants'],3.5
['Restaurants'],2.0
['Restaurants'],3.0
['Restaurants'],2.0
"['Coffee & Tea', 'Food', 'Coffee Roasteries', 'Reunion', 'Restaurants']",3.5
['Restaurants'],4.0
"['Pizza', 'Restaurants']",3.0
"['Pizza', 'Restaurants']",3.0
"['Food', 'Restaurants', 'Candy Stores', 'Specialty Food', 'Cafes', 'Breakfast & Brunch', 'Ice Cream & Frozen Yogurt']",4.0
['Restaurants'],3.5
"['Nightlife', 'Bars', 'Sandwiches', 'Restaurants']",3.0
"['Food', 'Bagels', 'Restaurants', 'Sandwiches', 'Salad']",4.0
"['Restaurants', 'Food', 'Desserts', 'Specialty Food']",4.5
"['Restaurants', 'Persian/Iranian', 'Food Stands']",5.0
"['Restaurants', 'Burgers', 'Fast Food']",2.0
"['Restaurants', 'Burgers', 'Fast Food']",4.0
"['Restaurants', 'Canadian (New)', 'Asian Fusion']",3.0
['Restaurants'],4.5
"['Pizza', 'Restaurants']",2.0
['Restaurants'],4.0
"['Diners', 'Restaurants', 'Breakfast & Brunch']",3.5
['Restaurants'],2.5
"['Restaurants', 'Korean', 'Sushi Bars']",3.5
"['Donuts', 'Breakfast & Brunch', 'Restaurants', 'Food', 'Coffee & Tea']",4.5
"['Restaurants', 'Fast Food']",1.5
"['Bars', 'Nightlife', 'Sports Bars', 'Burgers', 'Restaurants']",3.0
"['Burgers', 'Restaurants']",3.5
"['Fast Food', 'Burgers', 'Restaurants']",2.5
"['Restaurants', 'Burgers']",3.5
"['Nightlife', 'Wine Bars', 'Restaurants', 'Bars', 'Salad']",3.0
"['Sushi Bars', 'Restaurants']",3.0
"['Restaurants', 'Mediterranean']",4.5
"['Buffets', 'Restaurants']",4.0
"['Restaurants', 'Cafes', 'Breakfast & Brunch', 'Salad', 'Sandwiches']",4.0
"['Lebanese', 'Restaurants', 'Mediterranean', 'Middle Eastern']",4.0
"['Burgers', 'Restaurants', 'Fast Food', 'Hot Dogs']",2.5
"['Restaurants', 'Pizza']",3.5
"['Nightlife', 'Restaurants', 'Irish', 'Bars', 'Pubs']",3.0
"['Buffets', 'Restaurants']",3.5
"['Restaurants', 'Seafood']",4.5
['Restaurants'],3.0
"['Restaurants', 'Kosher']",5.0
"['Fast Food', 'Burgers', 'Restaurants']",2.5
"['Restaurants', 'Buffets']",2.0
"['Pizza', 'Restaurants']",3.0
"['Indian', 'Restaurants']",1.0
"['Cafes', 'Comfort Food', 'Restaurants']",3.0
"['Restaurants', 'Tex-Mex']",2.5
"['Fast Food', 'Restaurants', 'Burgers']",1.0
"['Burgers', 'Fast Food', 'Restaurants']",2.5
"['Restaurants', 'Buffets']",2.5
"['Portuguese', 'Food', 'Restaurants', 'Barbeque']",3.5
['Restaurants'],4.0
"['Fast Food', 'Restaurants']",4.0
"['Nightlife', 'Bars', 'Pubs', 'Burgers', 'Steakhouses', 'Restaurants']",3.5
"['Restaurants', 'Halal', 'Indian']",3.5
"['Gluten-Free', 'Salad', 'Sandwiches', 'Restaurants', 'Breakfast & Brunch']",4.5
"['Event Planning & Services', 'Caterers', 'Italian', 'Wine Bars', 'Bars', 'Restaurants', 'Nightlife']",4.0
['Restaurants'],5.0
"['Restaurants', 'Food Stands']",4.0
['Restaurants'],3.5
"['Breakfast & Brunch', 'Restaurants', 'Diners']",2.0
"['Diners', 'Restaurants']",2.0
"['Fast Food', 'Tex-Mex', 'Restaurants']",3.0
"['Pizza', 'Restaurants']",2.5
"['Restaurants', 'Sushi Bars']",3.0
"['Restaurants', 'Delis', 'Sandwiches']",2.0
['Restaurants'],4.0
"['Fast Food', 'Burgers', 'Restaurants']",2.5
['Restaurants'],4.0
['Restaurants'],4.5
['Restaurants'],4.0
"['Japanese', 'Buffets', 'Restaurants']",3.0
"['Restaurants', 'Creperies', 'Nightlife', 'Salad', 'Bars', 'Ice Cream & Frozen Yogurt', 'Cocktail Bars', 'Lounges', 'Food']",2.5
"['Restaurants', 'Fast Food', 'Tex-Mex']",3.5
"['Restaurants', 'Pizza']",2.5
"['Burgers', 'Food', 'Salad', 'Restaurants']",3.5
"['Pizza', 'Restaurants']",3.5
['Restaurants'],4.0
"['Restaurants', 'Vietnamese']",3.5
"['Bars', 'Lounges', 'Restaurants', 'Nightlife']",3.5
"['Food Delivery Services', 'Restaurants', 'Pizza', 'Food']",2.5
"['Restaurants', 'Pizza']",3.0
"['Pizza', 'Restaurants']",1.5
"['Restaurants', 'Lebanese']",2.5
"['Restaurants', 'Sandwiches', 'Bars', 'Nightlife']",3.0
"['Restaurants', 'Pizza']",2.5
"['Bars', 'Canadian (New)', 'Comfort Food', 'Restaurants', 'Nightlife']",3.0
"['Fast Food', 'Restaurants', 'Ice Cream & Frozen Yogurt', 'Burgers', 'Food']",3.5
"['Juice Bars & Smoothies', 'Restaurants', 'Food']",3.5
"['Indian', 'Restaurants', 'Halal']",4.5
['Restaurants'],2.5
['Restaurants'],5.0
"['Cafes', 'Restaurants']",4.5
"['Brasseries', 'Bars', 'Nightlife', 'Pubs', 'Restaurants']",4.0
['Restaurants'],3.0
"['Restaurants', 'Sandwiches', 'Fast Food', 'Pizza']",4.5
"['Restaurants', 'Food']",3.5
"['Food', 'Restaurants', 'Beer', 'Wine & Spirits']",4.5
"['Restaurants', 'Steakhouses']",3.5
"['Modern European', 'Mediterranean', 'Restaurants']",4.0
"['Food Trucks', 'Chicken Wings', 'Street Vendors', 'Food', 'Restaurants']",3.0
['Restaurants'],2.5
"['Canadian (New)', 'Food', 'Restaurants']",3.5
"['Ice Cream & Frozen Yogurt', 'Restaurants', 'Food']",5.0
"['Delis', 'Indian', 'Seafood', 'Restaurants', 'Bars', 'Nightlife', 'Halal', 'Canadian (New)', 'Pakistani', 'DJs', 'Sports Bars', 'Pubs', 'Event Planning & Services']",4.0
['Restaurants'],3.5
"['Chicken Wings', 'Barbeque', 'Restaurants']",4.5
"['Restaurants', 'Burgers', 'Fast Food']",2.5
"['Restaurants', 'Canadian (New)', 'Sandwiches', 'Food', 'Desserts']",3.0
['Restaurants'],2.5
"['Food', 'Cafes', 'Restaurants', 'Arts & Entertainment', 'Coffee & Tea', 'Shopping', 'Arcades', 'Vinyl Records', 'Art Galleries', 'Pubs', 'Nightlife', 'Bars', 'Books', 'Mags', 'Music & Video']",4.5
['Restaurants'],3.0
"['Pubs', 'Bars', 'Restaurants', 'Nightlife', 'Irish']",3.0
"['Seafood', 'Sushi Bars', 'Restaurants']",4.0
"['Restaurants', 'Diners']",4.0
"['Ethnic Grocery', 'Specialty Food', 'Food', 'International Grocery', 'Ethnic Food', 'Imported Food', 'Filipino', 'Restaurants', 'Grocery', 'Seafood']",3.5
"['Restaurants', 'Noodles']",4.5
"['Salad', 'Sandwiches', 'Juice Bars & Smoothies', 'Restaurants', 'Food', 'Coffee & Tea', 'Vegan', 'Specialty Food', 'Health Markets']",4.5
"['Restaurants', 'Sandwiches']",4.0
['Restaurants'],3.5
"['Cafes', 'Food', 'Tea Rooms', 'Restaurants', 'Coffee & Tea']",4.5
"['Restaurants', 'Asian Fusion', 'Chinese']",3.0
"['Barbeque', 'Restaurants']",2.0
"['Food', 'Food Trucks', 'Restaurants', 'Sandwiches']",4.5
"['Burgers', 'Restaurants']",4.5
"['Restaurants', 'Sushi Bars']",3.0
['Restaurants'],3.0
"['Sandwiches', 'Restaurants', 'Fast Food']",3.0
"['Steakhouses', 'Restaurants']",3.0
['Restaurants'],3.0
"['Restaurants', 'Sushi Bars']",3.0
"['Food', 'Sandwiches', 'Restaurants', 'Convenience Stores', 'Juice Bars & Smoothies', 'Salad']",5.0
"['Bars', 'Dive Bars', 'Nightlife', 'Restaurants']",3.5
['Restaurants'],4.0
"['Food', 'Food Delivery Services', 'Breakfast & Brunch', 'Restaurants']",4.0
"['Mediterranean', 'Restaurants']",3.5
['Restaurants'],3.0
['Restaurants'],4.0
"['Restaurants', 'Peruvian', 'Nightlife', 'Bars']",3.5
"['Bakeries', 'Restaurants', 'Food']",3.0
['Restaurants'],3.0
['Restaurants'],4.0
"['Restaurants', 'Fast Food', 'Sandwiches']",2.5
"['Mediterranean', 'Restaurants']",4.0
"['Restaurants', 'Desserts', 'Coffee & Tea', 'Food', 'Sandwiches', 'Delis', 'Cafes']",3.5
"['Steakhouses', 'Restaurants', 'Cheesesteaks', 'Food', 'Desserts']",4.0
"['Restaurants', 'Asian Fusion', 'Sushi Bars']",3.0
"['Restaurants', 'Food', 'Nightlife', 'Burgers', 'Wine Bars', 'Desserts', 'Bars', 'Arts & Entertainment', 'Music Venues']",4.0
['Restaurants'],2.5
"['Pizza', 'Restaurants']",4.5
"['Food Court', 'Restaurants', 'Food']",2.5
"['Cafes', 'Coffee & Tea', 'Food', 'Breakfast & Brunch', 'Restaurants']",3.5
"['Hawaiian', 'Restaurants']",4.0
"['Restaurants', 'Food Court']",4.0
['Restaurants'],4.5
['Restaurants'],3.5
"['Fast Food', 'Halal', 'Pizza', 'Restaurants']",3.5
"['Restaurants', 'Cocktail Bars', 'Nightlife', 'Bars']",4.0
['Restaurants'],3.0
"['Restaurants', 'Delis', 'Sandwiches']",3.5
['Restaurants'],2.5
"['Home & Garden', 'Burgers', 'Appliances', 'Restaurants', 'Shopping', 'Barbeque', 'Breakfast & Brunch', 'Southern', 'Hot Dogs']",4.5
"['Specialty Food', 'Southern', 'Soul Food', 'Food', 'Restaurants', 'Ethnic Food']",3.5
"['Restaurants', 'Sports Bars', 'Nightlife', 'Bars']",3.5
"['Restaurants', 'Food']",1.5
"['Sushi Bars', 'Restaurants']",5.0
"['Restaurants', 'Active Life', 'Beaches', 'Seafood']",4.0
"['Restaurants', 'Modern European']",4.0
"['Canadian (New)', 'Restaurants', 'Poutineries']",4.0
"['Pizza', 'Salad', 'Restaurants']",4.0
"['American (New)', 'Pizza', 'Restaurants']",3.5
"['Karaoke', 'Coffee & Tea', 'Bars', 'Restaurants', 'Lounges', 'Asian Fusion', 'Nightlife', 'Food', 'Cafes']",3.5
"['Restaurants', 'Szechuan', 'Halal', 'Dim Sum']",3.5
"['Restaurants', 'Fish & Chips']",3.0
['Restaurants'],4.0
"['Chinese', 'Restaurants']",3.5
"['Restaurants', 'Burgers']",2.5
"['Restaurants', 'Mediterranean']",3.5
"['Restaurants', 'Buffets']",3.0
"['Food Trucks', 'Street Vendors', 'Restaurants', 'Food']",5.0
"['Restaurants', 'Beer', 'Wine & Spirits', 'Delis', 'Food', 'Grocery']",3.5
['Restaurants'],2.0
['Restaurants'],2.5
['Restaurants'],3.5
"['Restaurants', 'Vegetarian']",3.5
"['Chicken Wings', 'Restaurants', 'Fast Food']",2.0
"['Restaurants', 'Nightlife', 'Sandwiches', 'Salad', 'Bars', 'Burgers']",3.0
"['Food', 'Restaurants', 'Food Trucks', 'Asian Fusion']",4.5
"['Restaurants', 'Diners']",4.0
"['Pizza', 'Restaurants']",3.5
"['British', 'Seafood', 'Restaurants', 'Burgers']",3.0
"['Pizza', 'Restaurants']",4.0
"['Seafood', 'Gluten-Free', 'Restaurants', 'Steakhouses']",3.5
['Restaurants'],3.5
"['Restaurants', 'Cafes', 'Salad']",4.0
"['Food', 'Sandwiches', 'Food Delivery Services', 'Restaurants', 'Delis']",3.0
"['Restaurants', 'Bars', 'Barbeque', 'Nightlife', 'Beer Bar']",4.0
"['Bars', 'Beer Bar', 'Restaurants', 'Chicken Wings', 'Nightlife']",4.0
"['Restaurants', 'Specialty Food', 'Ethnic Food', 'Food']",3.0
"['Pizza', 'Restaurants']",4.0
"['Restaurants', 'Desserts', 'Food']",3.5
['Restaurants'],3.5
"['Restaurants', 'Vegan', 'Live/Raw Food']",4.5
['Restaurants'],4.0
"['Restaurants', 'Sandwiches', 'Delis']",5.0
"['Restaurants', 'Cafes', 'Delis', 'Food', 'Bakeries']",4.0
"['Breakfast & Brunch', 'Food', 'Restaurants', 'Coffee & Tea']",4.0
"['Sandwiches', 'Nightlife', 'Pubs', 'Restaurants', 'Sports Bars', 'Bars']",3.0
"['Restaurants', 'Diners']",1.0
"['Restaurants', 'Ramen', 'Noodles']",4.0
"['Chicken Wings', 'Restaurants']",3.5
"['Barbeque', 'Restaurants']",3.0
['Restaurants'],5.0
['Restaurants'],3.5
"['Restaurants', 'Burgers', 'Mediterranean', 'Sandwiches', 'Salad']",4.5
"['Restaurants', 'Pizza']",3.5
"['Restaurants', 'Canadian (New)']",3.0
"['Restaurants', 'Poutineries']",4.0
"['Restaurants', 'Event Planning & Services', 'Fast Food', 'Caterers']",3.0
"['Nightlife', 'Arts & Entertainment', 'Jazz & Blues', 'Restaurants']",4.0
"['Pizza', 'Sports Clubs', 'Restaurants', 'Active Life', 'Nightlife', 'Sports Bars', 'Bars']",3.5
"['Food', 'Desserts', 'Restaurants']",3.0
"['Restaurants', 'Portuguese']",4.0
['Restaurants'],4.5
['Restaurants'],4.0
"['Breakfast & Brunch', 'Burgers', 'Restaurants', 'Fast Food']",2.0
"['Pizza', 'Event Planning & Services', 'Restaurants', 'Caterers']",2.5
"['Restaurants', 'Cafes']",3.0
"['Soul Food', 'Restaurants', 'Cafes']",3.5
"['Sandwiches', 'Food', 'Breakfast & Brunch', 'Bakeries', 'Restaurants']",3.0
"['Chinese', 'Sushi Bars', 'Restaurants']",4.5
"['Sushi Bars', 'Asian Fusion', 'Seafood', 'Restaurants']",4.0
"['Gastropubs', 'Burgers', 'Restaurants']",3.5
"['Breakfast & Brunch', 'Restaurants']",3.5
"['Coffee & Tea', 'Sandwiches', 'Food', 'Restaurants']",3.5
"['Bakeries', 'Food', 'Restaurants', 'Event Planning & Services', 'Caterers']",4.5
['Restaurants'],3.0
"['Gastropubs', 'Restaurants', 'Nightlife', 'Bars', 'Seafood']",4.0
"['Beauty & Spas', 'Caribbean', 'Cosmetics & Beauty Supply', 'Tanning', 'Hair Salons', 'Makeup Artists', 'Spray Tanning', 'Haitian', 'Restaurants', 'Shopping', 'Hair Extensions']",4.0
"['Malaysian', 'Restaurants', 'Singaporean']",3.0
"['Food Stands', 'Restaurants', 'Food', 'Food Trucks']",4.0
"['Pizza', 'Restaurants']",3.5
"['Restaurants', 'Sushi Bars']",4.0
"['Restaurants', 'Comfort Food', 'Gastropubs']",3.0
"['Canadian (New)', 'Restaurants']",3.5
['Restaurants'],4.0
"['Sandwiches', 'Restaurants']",5.0
"['Persian/Iranian', 'Restaurants']",4.0
"['Restaurants', 'Vegan', 'Desserts', 'Food', 'Bakeries', 'Tea Rooms']",4.5
"['Breakfast & Brunch', 'Restaurants']",4.0
"['Noodles', 'Chinese', 'Restaurants']",4.0
"['Tex-Mex', 'Restaurants', 'Fast Food']",2.0
"['Caribbean', 'Restaurants']",3.5
"['Waffles', 'Desserts', 'Restaurants', 'Cupcakes', 'Donuts', 'Ice Cream & Frozen Yogurt', 'Food']",4.0
"['Restaurants', 'Peruvian']",3.5
"['Restaurants', 'Waffles', 'Burgers', 'Diners', 'Fast Food', 'American (New)', 'Breakfast & Brunch']",3.5
"['Pizza', 'Restaurants']",4.0
"['Restaurants', 'Tex-Mex']",3.5
['Restaurants'],3.5
['Restaurants'],4.0
"['Moroccan', 'Breakfast & Brunch', 'Restaurants', 'Sandwiches']",4.5
"['Restaurants', 'Fast Food', 'Sandwiches']",4.0
"['Moroccan', 'Restaurants', 'Egyptian', 'African']",4.0
"['Food', 'Ethnic Food', 'Imported Food', 'Lebanese', 'Specialty Food', 'Restaurants']",2.0
"['American (New)', 'Restaurants', 'Breakfast & Brunch', 'Fast Food', 'Diners']",3.0
"['Buffets', 'Restaurants']",2.5
['Restaurants'],3.5
"['Restaurants', 'Pizza', 'Sandwiches']",3.0
"['Sushi Bars', 'Restaurants']",4.5
"['Food', 'Nightlife', 'Bars', 'Lounges', 'Restaurants', 'Pizza', 'Beer', 'Wine & Spirits', 'Pool Halls']",4.0
['Restaurants'],4.5
"['Restaurants', 'Food', 'Food Trucks', 'Fast Food']",3.5
"['Chicken Wings', 'Restaurants', 'Pizza']",1.0
"['Restaurants', 'Seafood', 'Tapas/Small Plates']",4.0
"['Hotels & Travel', 'Event Planning & Services', 'Restaurants', 'Hotels']",3.5
"['Diners', 'Breakfast & Brunch', 'Restaurants', 'Coffee & Tea', 'Food']",3.5
['Restaurants'],4.5
"['Fast Food', 'Restaurants', 'Breakfast & Brunch', 'Burgers']",3.0
['Restaurants'],4.0
"['Restaurants', 'Halal']",5.0
"['Restaurants', 'French', 'Greek', 'Italian']",2.5
"['Restaurants', 'Nightlife', 'Bars', 'Oriental']",5.0
"['Restaurants', 'Pizza']",4.0
"['Arabian', 'Pizza', 'Restaurants', 'Persian/Iranian']",4.5
"['Tex-Mex', 'Restaurants']",5.0
"['Restaurants', 'Grocery', 'Food', 'Diners']",4.0
"['Juice Bars & Smoothies', 'Burgers', 'Restaurants', 'Salad', 'Gluten-Free', 'Food', 'Vegetarian']",3.5
['Restaurants'],3.0
['Restaurants'],3.5
"['Restaurants', 'Pizza']",2.5
"['Fast Food', 'Burgers', 'Restaurants']",3.0
['Restaurants'],2.5
"['Specialty Food', 'Ethnic Food', 'Diners', 'Food', 'Imported Food', 'Restaurants']",3.5
"['Canadian (New)', 'Restaurants']",3.0
"['Sandwiches', 'Arts & Crafts', 'Coffee & Tea', 'Shopping', 'Restaurants', 'Food']",4.0
"['Bakeries', 'Restaurants', 'Cafes', 'Food']",2.5
"['Pizza', 'Restaurants']",3.5
"['Caribbean', 'Restaurants']",4.0
"['Restaurants', 'Nightlife', 'Lounges', 'Bars', 'Seafood']",3.0
"['Beer', 'Wine & Spirits', 'Restaurants', 'Sandwiches', 'Food', 'Comfort Food', 'Pubs', 'Bars', 'Nightlife']",4.0
"['Restaurants', 'Fast Food']",3.5
"['Delis', 'Food', 'Restaurants', 'Specialty Food', 'Pasta Shops']",4.5
['Restaurants'],4.0
['Restaurants'],3.0
"['Restaurants', 'Seafood']",3.0
"['Steakhouses', 'Restaurants', 'Seafood']",4.0
"['Restaurants', 'Japanese', 'Local Flavor']",5.0
"['Seafood', 'Restaurants']",2.5
"['Restaurants', 'Burgers']",3.0
"['Sandwiches', 'Fast Food', 'Restaurants']",4.5
"['Sandwiches', 'Salad', 'Restaurants']",4.0
"['Bars', 'Restaurants', 'Nightlife', 'Wine Bars']",5.0
"['Southern', 'Restaurants', 'Diners', 'Breakfast & Brunch']",3.5
['Restaurants'],3.0
"['Restaurants', 'Afghan', 'Indian']",4.0
['Restaurants'],3.5
"['Restaurants', 'Pizza']",3.0
"['Burgers', 'Fast Food', 'Restaurants']",1.5
"['Bars', 'Sports Bars', 'Nightlife', 'Restaurants', 'Pubs', 'Arts & Entertainment']",3.5
"['Restaurants', 'British']",4.5
"['Restaurants', 'Donuts', 'Sandwiches', 'Food']",4.0
['Restaurants'],3.0
"['Restaurants', 'Buffets']",2.5
"['Salad', 'Restaurants', 'Breakfast & Brunch', 'Sandwiches']",3.0
"['Canadian (New)', 'Restaurants', 'Cafes']",4.5
['Restaurants'],3.5
"['Chicken Wings', 'Pizza', 'Restaurants']",2.0
"['Restaurants', 'Chicken Wings', 'Fast Food']",3.0
"['Bars', 'Irish', 'Restaurants', 'Nightlife']",2.5
"['Restaurants', 'Seafood']",2.5
"['Restaurants', 'Pizza']",2.5
"['Restaurants', 'Diners']",3.0
['Restaurants'],4.5
"['Fast Food', 'Restaurants']",2.5
"['Restaurants', 'Sushi Bars']",3.5
"['Food Stands', 'Restaurants']",3.0
['Restaurants'],2.5
['Restaurants'],2.5
['Restaurants'],4.0
"['Restaurants', 'Fish & Chips']",3.5
